,금융회사,상품명,적립방식,세전이자율,최고우대금리,가입대상,이자계산방식,우대조건,가입방법,만기후이자율,기타유의사항,개월수,상품종류
1340,페퍼저축은행,정기적금,정액적립식,3.30%,3.30%,제한없음,단리,우대사항 없음,영업점,* 만기 후 1개월 이내 기간 : 최종 이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 1만원 이상,36,적금
1341,페퍼저축은행,정기적금,정액적립식,3.30%,3.30%,제한없음,단리,우대사항 없음,"인터넷,스마트폰",* 만기 후 1개월 이내 기간 : 최종 이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,최소가입금액: 1만원 이상,36,적금
1342,페퍼저축은행,정기적금,정액적립식,3.30%,3.30%,실명의 개인,단리,우대사항 없음,스마트폰,* 만기 후 1개월 이내 기간 : 최종 이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용,비대면 전용상품최소가입금액: 1만원 이상,36,적금
1343,IBK저축은행,정기적금,정액적립식,3.30%,3.30%,없음,복리,없음,스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36,적금
1344,IBK저축은행,정기적금,정액적립식,3.30%,3.30%,없음,단리,없음,스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36,적금
1345,IBK저축은행,정기적금,정액적립식,3.30%,3.30%,없음,복리,없음,"인터넷,스마트폰",- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36,적금
1346,IBK저축은행,정기적금,정액적립식,3.30%,3.30%,없음,단리,없음,"인터넷,스마트폰",- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36,적금
1347,고려저축은행,보고파 정기적금,정액적립식,3.20%,3.20%,비거주 외국인 외 제한없음,단리,-,"인터넷,스마트폰",*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-1인당 최대 100만원까지 가입가능-1인1계좌 제한-가입기간 : 6개월~36개월,36,적금
1348,고려저축은행,씨앗정기적금,정액적립식,3.20%,3.20%,제한없음,단리,-,영업점,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,36,적금
1349,고려저축은행,응답하라2030정기적금,정액적립식,3.20%,3.20%,*만20~30대만 가입가능 (나이제한),단리,-,영업점,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,36,적금
1350,고려저축은행,정기적금,정액적립식,3.20%,3.20%,비거주 외국인 외 제한없음,단리,-,영업점,*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,36,적금
1351,고려저축은행,정기적금(비대면),정액적립식,3.20%,3.20%,비거주 외국인 외 제한없음,단리,-,"인터넷,스마트폰",*2019.06.30 가입분까지 만기시점 보통예금이자율(현재0.1%)*2019.07.01 가입분부터 1개월이내: 당초 약정금리와 만기시 동일상품 동일계약기간의 신규약정금리 중 낮은이율1개월초과: 보통예금이자율(현재0.1%),-,36,적금
1352,더블저축은행,정기적금,정액적립식,3.20%,3.20%,제한없음,단리,없음,영업점,*만기경과 1개월이내 : - 해당 약정기간 정기적금 현행이율*만기경과 1개월이후 : 보통예금 이율,예금자보호한도외 기타사항 없음,36,적금
1353,더블저축은행,"정기적금(인터넷뱅킹,비대면)",정액적립식,3.20%,3.20%,제한없음,단리,없음,인터넷,*만기경과 1개월이내 : - 해당 약정기간 정기적금 현행이율*만기경과 1개월이후 : 보통예금 이율,예금자보호한도외 기타사항 없음,36,적금
1354,세람저축은행,정기적금,정액적립식,3.20%,3.20%,제한없음,단리,"인터넷뱅킹, 스마트폰뱅킹 가입 시 우대금리 지급(+0.2~0.3%)","영업점,인터넷,스마트폰",1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 1개월 초과: 보통예금 금리,없음,36,적금
1355,센트럴저축은행,정기적금,정액적립식,3.20%,3.20%,제한없음.,단리,없음.,영업점,(만기 후 예치 기간 기준) * 1개월까지: 당초 약정이율 * 1개월 초과: 0.5%,중도해지 이율 (실 예치 기간 기준) *1개월 미만: 0.5% *1개월~3개월 미만: 1.0% *3개월~6개월 미만: 1.3% *6개월~10개월 미만: 1.6% *10개월 이상: 1.8%,36,적금
1356,센트럴저축은행,정기적금,정액적립식,3.20%,3.20%,제한없음.,단리,없음.,"인터넷,스마트폰",(만기 후 예치 기간 기준) * 1개월까지: 당초 약정이율 * 1개월 초과: 0.5%,중도해지 이율 (실 예치 기간 기준) *1개월 미만: 0.5% *1개월~3개월 미만: 1.0% *3개월~6개월 미만: 1.3% *6개월~10개월 미만: 1.6% *10개월 이상: 1.8%,36,적금
1357,스마트저축은행,정기적금,정액적립식,3.20%,3.20%,누구나 가입가능,단리,없음,영업점,○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3%,가입한도 없음,36,적금
1358,스마트저축은행,정기적금,정액적립식,3.20%,3.20%,누구나 가입가능,단리,없음,스마트폰,○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3%,가입채널 제한(스마트폰 전용),36,적금
1359,스마트저축은행,정기적금,정액적립식,3.20%,3.20%,누구나 가입가능,단리,없음,"인터넷,스마트폰",○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3%,"가입채널 제한(인터넷, 모바일 전용)",36,적금
1360,애큐온저축은행,직장인우대적금,정액적립식,2.80%,3.20%,만 19세이상 직장인,단리,최대 연 0.50% 우대금리 적용 ※ 우대금리 적용조건 ① 첫거래고객(가입시점 당행에 적립식 및 거치식 예금 미보유 고객) : 연 0.2% ② 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일) : 연 0.1% ③ 개인정보 수집이용 동의(마케팅목적) : 연 0.1%,"영업점,인터넷,스마트폰",만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상1인 1계좌,36,적금
1361,애큐온저축은행,직장인우대적금,정액적립식,2.80%,3.20%,만 19세이상 직장인,복리,최대 연 0.50% 우대금리 적용 ※ 우대금리 적용조건 ① 첫거래고객(가입시점 당행에 적립식 및 거치식 예금 미보유 고객) : 연 0.2% ② 전자금융거래로 이체/신규/만기해지 7회이상(신규가입일~만기일) : 연 0.1% ③ 개인정보 수집이용 동의(마케팅목적) : 연 0.1%,"영업점,인터넷,스마트폰",만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상1인 1계좌,36,적금
1362,한성저축은행,정기적금,정액적립식,3.20%,3.20%,제한없음,단리,없음,영업점,- 만기후 1개월이내 : 가입시점 약정이율과 만기시점 현행이율 중 낮은이율 적용- 만기후 1개월초과 : 만기후 1개월 초과시점의 보통예금 이율 적용,"*방문가입* 중도해지이율- 1개월미만 : 계약일의 보통예금 이율- 1개월이상 6개월미만 : 약정이율의 50%- 6개월이상 12개월미만 : 약정이율의 55%- 12개월이상 : 약정이율의 60%* 단, 최저금리는 보통예금이율 이상 적용",36,적금
1363,한성저축은행,정기적금,정액적립식,3.20%,3.20%,제한없음,복리,없음,영업점,- 만기후 1개월이내 : 가입시점 약정이율과 만기시점 현행이율 중 낮은이율 적용- 만기후 1개월초과 : 만기후 1개월 초과시점의 보통예금 이율 적용,"*방문가입* 중도해지이율- 1개월미만 : 계약일의 보통예금 이율- 1개월이상 6개월미만 : 약정이율의 50%- 6개월이상 12개월미만 : 약정이율의 55%- 12개월이상 : 약정이율의 60%* 단, 최저금리는 보통예금이율 이상 적용",36,적금
1364,한성저축은행,e-정기적금,정액적립식,3.20%,3.20%,제한없음,단리,없음,인터넷,- 만기후 1개월이내 : 가입시점 약정이율과 만기시점 현행이율 중 낮은이율 적용- 만기후 1개월초과 : 만기후 1개월 초과시점의 보통예금 이율 적용,"* 중도해지이율- 1개월미만 : 계약일의 보통예금 이율- 1개월이상 6개월미만 : 약정이율의 50%- 6개월이상 12개월미만 : 약정이율의 55%- 12개월이상 : 약정이율의 60%* 단, 최저금리는 보통예금이율 이상 적용",36,적금
1365,한성저축은행,e-정기적금,정액적립식,3.20%,3.20%,제한없음,복리,없음,인터넷,- 만기후 1개월이내 : 가입시점 약정이율과 만기시점 현행이율 중 낮은이율 적용- 만기후 1개월초과 : 만기후 1개월 초과시점의 보통예금 이율 적용,"* 중도해지이율- 1개월미만 : 계약일의 보통예금 이율- 1개월이상 6개월미만 : 약정이율의 50%- 6개월이상 12개월미만 : 약정이율의 55%- 12개월이상 : 약정이율의 60%* 단, 최저금리는 보통예금이율 이상 적용",36,적금
1366,한성저축은행,m-정기적금,정액적립식,3.20%,3.20%,제한없음,단리,없음,스마트폰,- 만기후 1개월이내 : 가입시점 약정이율과 만기시점 현행이율 중 낮은이율 적용- 만기후 1개월초과 : 만기후 1개월 초과시점의 보통예금 이율 적용,"* 중도해지이율- 1개월미만 : 계약일의 보통예금 이율- 1개월이상 6개월미만 : 약정이율의 50%- 6개월이상 12개월미만 : 약정이율의 55%- 12개월이상 : 약정이율의 60%* 단, 최저금리는 보통예금이율 이상 적용",36,적금
1367,한성저축은행,m-정기적금,정액적립식,3.20%,3.20%,제한없음,복리,없음,스마트폰,- 만기후 1개월이내 : 가입시점 약정이율과 만기시점 현행이율 중 낮은이율 적용- 만기후 1개월초과 : 만기후 1개월 초과시점의 보통예금 이율 적용,"* 중도해지이율- 1개월미만 : 계약일의 보통예금 이율- 1개월이상 6개월미만 : 약정이율의 50%- 6개월이상 12개월미만 : 약정이율의 55%- 12개월이상 : 약정이율의 60%* 단, 최저금리는 보통예금이율 이상 적용",36,적금
1368,IBK저축은행,참똑똑한IBK저축은행정기적금,정액적립식,3.20%,3.20%,없음,복리,"비대면, 인터넷,모바일 가입시 0.1%우대(12개월이상)","영업점,인터넷,스마트폰",- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36,적금
1369,IBK저축은행,참똑똑한IBK저축은행정기적금,정액적립식,3.20%,3.20%,없음,단리,"비대면, 인터넷,모바일 가입시 0.1%우대(12개월이상)","영업점,인터넷,스마트폰",- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,36,적금
1370,바로저축은행,정기적금,정액적립식,3.10%,3.10%,제한 없음,단리,없음,인터넷,* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리 * 만기후 1개월 초과 : 보통예금 금리,"1. 최소납입금액 10,000원 이상",36,적금
1371,바로저축은행,정기적금,정액적립식,3.10%,3.10%,제한 없음,단리,없음,스마트폰,* 만기후 1개월 이내 : 약정금리와 현행금리 중 낮은 금리* 만기후 1개월 초과 : 보통예금 금리,"1. 최소납입금액 10,000원 이상",36,적금
1372,신한저축은행,e-정기적금,정액적립식,3.10%,3.10%,개인,단리,▶탄소포인트제(에코마일리지) 가입 인증 완료시 0.5% 우대금리 제공 *12개월 가입에 한하여 1인1계좌 가입가능,인터넷,- 1개월 이내 : 약정금리- 1개월 초과 : 보통예금금리,- 이자지급방식 : 만기일시지급- 가입방법 : 인터넷홈페이지- 해지방법 : 인터넷홈페이지/모바일앱에 접속하여 해약,36,적금
1373,신한저축은행,s-정기적금,정액적립식,3.10%,3.10%,개인,단리,▶탄소포인트제(에코마일리지) 가입 인증 완료시 0.5% 우대금리 제공 *12개월 가입에 한하여 1인1계좌 가입가능,스마트폰,- 1개월 이내 : 약정금리- 1개월 초과 : 보통예금금리,- 이자지급방식 : 만기일시지급- 가입방법 : 모바일앱- 해지방법 : 인터넷홈페이지/모바일앱에 접속하여 해약- 2023.02.13 smart-정기적금에서 s-정기적금으로 상품명 변경,36,적금
1374,다올저축은행,정기적금,정액적립식,3.00%,3.00%,개인 (직장인),단리,[※유의사항] -가입대상: 직장인 (증빙서류 제출) -1인 1계좌 / 영업점 전용상품 -인터넷뱅킹가입 필수 -가입금액: 최대 월 불입액 30만원,영업점,- 1개월 까지 : 당초 약정이율과 만기 시 약정이율을 비교하여 낮은 금리 적용 - 1개월 초과 : 연0.1%,* 중도해지이율 (입금액마다 경과기간별 차등 적용) - 1개월미만 : 가입일의 보통예금 금리 - 6개월미만 : 약정이율X50% - 9개월미만 : 약정이율X55%- 12개월미만 : 약정이율X60% - 12개월이상 : 약정이율X70%,36,적금
