은행,상품명,적립방식,금리,최고우대금리,이자계산방식,우대조건,가입대상,가입방법,만기후금리,유의사항,저축기간
민국저축은행,정기적금,정액적립식,4.0,4.1,단리,* 최대우대금리 : 0.1% - 3명 이상 창구 방문하여 1년이상 적금 가입시 : 연 0.1% - 적금 만기해지 후 1년이상 정기예금 및 적금 신규 가입시 : 연 0.1%,제한없음,영업점,- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리- 1개월 이후 : 보통예금 금리 적용,- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,24
민국저축은행,정기적금,정액적립식,4.1,4.1,단리,- 없음,개인,모집인,- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리- 1개월 이후 : 보통예금 금리 적용,- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,24
민국저축은행,정기적금,정액적립식,4.1,4.1,단리,- 없음,개인,인터넷,- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리- 1개월 이후 : 보통예금 금리 적용,- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,24
세람저축은행,정기적금,정액적립식,4.1,4.1,단리,인터넷뱅킹/ 스마트폰뱅킹 가입 시 우대금리 지급(+0.2~0.3%),제한없음,영업점/인터넷/스마트폰,1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 1개월 초과: 보통예금 금리,없음,24
웰컴저축은행,정기적금,정액적립식,3.3,4.1,단리,계약기간(월수)의 2/3회 이상 당행 입출금통장 통한 자동이체 시 연 0.8%p,제한없음,영업점,*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품/ 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품/ 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용,영업점 전용상품,24
유니온저축은행,정기적금,정액적립식,4.1,4.1,단리,전자금융(인터넷/스마트폰 뱅킹)/ 비대면 SB톡톡으로 가입시에도 동일한 금리 적용,제한없음,영업점/인터넷/스마트폰,*1개월이내 : 약정이율과 현행이율 중 낮은 이율 *1개월초과: 보통예금이율,중도해지이율 - 2019년7월1일 이전 신규분 *3개월이하 : 0.2% *3~6개월이내 : 0.5% *6개월초과 : 1.0% - 2019년7월1일 이후 신규분 *1개월미만 : 계약일의 보통예금 이율 *1개월~3개월미만 : 약정이율의 50% *3개월~6개월미만 : 약정이율의 55% *6개월~24개월미만 : 약정이율의 60% *24개월이상 : 약정이율의70%,24
유니온저축은행,정기적금,자유적립식,4.1,4.1,복리,없음,제한없음,인터넷/스마트폰,*1개월이내 : 약정이율과 현행이율 중 낮은 이율*1개월초과: 보통예금이율,- 2019년7월1일 이후 신규분*1개월미만 : 계약일의 보통예금 이율*1개월~3개월미만 : 약정이율의 50%*3개월~6개월미만 : 약정이율의 55%*6개월~24개월미만 : 약정이율의 60%*24개월이상 : 약정이율의70%,24
유니온저축은행,정기적금,정액적립식,4.1,4.1,단리,없음,제한없음,인터넷/스마트폰,*1개월이내 : 약정이율과 현행이율 중 낮은 이율*1개월초과: 보통예금이율,- 2019년7월1일 이후 신규분*1개월미만 : 계약일의 보통예금 이율*1개월~3개월미만 : 약정이율의 50%*3개월~6개월미만 : 약정이율의 55%*6개월~24개월미만 : 약정이율의 60%*24개월이상 : 약정이율의70%,24
유니온저축은행,정기적금,정액적립식,4.1,4.1,복리,없음,제한없음,인터넷/스마트폰,*1개월이내 : 약정이율과 현행이율 중 낮은 이율*1개월초과: 보통예금이율,- 2019년7월1일 이후 신규분*1개월미만 : 계약일의 보통예금 이율*1개월~3개월미만 : 약정이율의 50%*3개월~6개월미만 : 약정이율의 55%*6개월~24개월미만 : 약정이율의 60%*24개월이상 : 약정이율의70%,24
유니온저축은행,정기적금,자유적립식,4.1,4.1,단리,없음,제한없음,인터넷/스마트폰,*1개월이내 : 약정이율과 현행이율 중 낮은 이율*1개월초과: 보통예금이율,- 2019년7월1일 이후 신규분*1개월미만 : 계약일의 보통예금 이율*1개월~3개월미만 : 약정이율의 50%*3개월~6개월미만 : 약정이율의 55%*6개월~24개월미만 : 약정이율의 60%*24개월이상 : 약정이율의70%,24
DH저축은행,정기적금,정액적립식,4.1,4.1,복리,없음,제한없음,영업점,- 1개월이하 : 약정이율 범위 내 현행이율- 1개월초과 : 보통예금 이율,없음,24
DH저축은행,정기적금,정액적립식,4.1,4.1,단리,없음,제한없음,영업점,- 1개월이하 : 약정이율 범위 내 현행이율- 1개월초과 : 보통예금 이율,없음,24
DH저축은행,정기적금,정액적립식,4.1,4.1,복리,없음,제한없음,인터넷/스마트폰,- 1개월이하 : 약정이율 범위 내 현행이율- 1개월초과 : 보통예금 이율,없음,24
DH저축은행,정기적금,정액적립식,4.1,4.1,단리,없음,제한없음,인터넷/스마트폰,- 1개월이하 : 약정이율 범위 내 현행이율- 1개월초과 : 보통예금 이율,없음,24
IBK저축은행,정기적금,정액적립식,4.1,4.1,복리,없음,제한없음,스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,24
IBK저축은행,정기적금,정액적립식,4.1,4.1,단리,없음,제한없음,스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,24
IBK저축은행,정기적금,정액적립식,4.1,4.1,단리,없음,제한없음,인터넷/스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,24
IBK저축은행,정기적금,정액적립식,4.1,4.1,복리,없음,제한없음,인터넷/스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,24
금화저축은행,정기적금,정액적립식,4.0,4.0,단리,-,비대면 어플사용자,스마트폰,① 만기 후 1개월 이내 : 약정금리② 만기 후 1개월 초과 : 보통예금 이율 (0.2%),중도해지 이율 - ① 1개월 미만 : 보통예금이율 (0.2%)② 1개월이상~6개월미만 : 약정이율X50%③ 6개월이상~12개월미만 : 약정이율X55%④ 12개월이상~24개월미만 : 약정이율X60%⑤ 24개월이상~60개월미만 : 약정이율X70%,24
금화저축은행,정기적금,정액적립식,4.0,4.0,단리,-,인터넷 및 모바일뱅킹 사용자,인터넷/스마트폰,① 만기 후 1개월 이내 : 약정금리② 만기 후 1개월 초과 : 보통예금 이율 (0.2%),중도해지 이율 - ① 1개월 미만 : 보통예금이율 (0.2%)② 1개월이상~6개월미만 : 약정이율X50%③ 6개월이상~12개월미만 : 약정이율X55%④ 12개월이상~24개월미만 : 약정이율X60%⑤ 24개월이상~60개월미만 : 약정이율X70%,24
금화저축은행,정기적금,정액적립식,4.0,4.0,단리,인터넷/ 모바일 전용상품,인터넷 및 모바일뱅킹 사용자,인터넷/스마트폰,① 만기 후 1개월 이내 : 약정금리② 만기 후 1개월 초과 : 보통예금 이율 (0.2%),① 인터넷 및 모바일뱅킹 전용 상품② 1인당 최고 월 100만원 불입 가능③ 중도해지이율 : 일반 정기적금과 동일,24
대백저축은행,애플정기적금,정액적립식,4.0,4.0,단리,해당없음,제한없음,인터넷/스마트폰,1개월이내-약정이율과 현행이율중 낮은이율1개월 초과-보통예금이율(0.2%),해당없음,24
대백저축은행,한마음정기적금,정액적립식,4.0,4.0,단리,해당없음,제한없음,영업점,1개월이내-약정이율과 현행이율중 낮은이율1개월 초과-보통예금이율(0.2%),해당없음,24
대신저축은행,정기적금,정액적립식,4.0,4.0,단리,-,모든고객,영업점/인터넷,* 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율* 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%),없음,24
대한저축은행,정기적금,정액적립식,4.0,4.0,단리,없음,제한없음,영업점,- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리- 만기후 1개월초과 : 보통예금 금리,해당없음,24
대한저축은행,정기적금-인터넷,정액적립식,4.0,4.0,단리,없음,제한없음,인터넷/스마트폰,- 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리- 만기후 1개월초과 : 보통예금 금리,해당없음,24
세람저축은행,내가디자인하는적금,정액적립식,4.0,4.0,단리,해당 적용조건에 따른 우대금리 제공[0.1% ~ 0.5%] -정기예금 이용 -첫번째 적금 가입 -고객등록5년이상 -2인이상 동반가입 -다자녀(3인)를 두신 -올해의 띠 -60세 이상 -계약기간 24개월 이상 -계약기간36개월 이상 -자동만기재예치 고객,제한없음,영업점,1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 1개월 초과: 보통예금 금리,없음,24
아산저축은행,e-정기적금,정액적립식,4.0,4.0,단리,없음,제한없음,인터넷/스마트폰,1개월 내 : 가입시점/ 만기시점 비교 낮은 단리이율 적용/ 이후 보통예금 금리 적용,없음,24
아산저축은행,SB톡톡-정기적금,정액적립식,4.0,4.0,단리,없음,제한없음,스마트폰,1개월 내 : 가입시점/ 만기시점 비교 낮은 단리이율 적용/ 이후 보통예금 금리 적용,없음,24
오투저축은행,정기적금,정액적립식,4.0,4.0,복리,-,제한없음,스마트폰,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,24
오투저축은행,정기적금,정액적립식,4.0,4.0,단리,-,제한없음,스마트폰,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,24
오투저축은행,정기적금,정액적립식,4.0,4.0,복리,-,제한없음,인터넷,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,24
오투저축은행,정기적금,정액적립식,4.0,4.0,단리,-,제한없음,인터넷,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,24
조흥저축은행,정기적금,정액적립식,4.0,4.0,단리,-,제한없음,인터넷/스마트폰,만기후1개월이내 약정금리와 현행고시금리중 낮은 이율1개월초과시 보통예금 이자율 적용,제한없음,24
진주저축은행,정기적금,자유적립식,4.0,4.0,단리,없음,비거주 외국인 외 제한없음,영업점,ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율ㆍ1개월 초과 : 연 0.1%,-만65세 이상 비과세 종합저축 5/000만원 가능,24
키움예스저축은행,키워드림 e-정기적금 (인터넷뱅킹/ 스마트뱅킹),정액적립식,4.0,4.0,단리,-,제한없음,인터넷/스마트폰,*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율*만기후 1개월 초과 : 만기시점 보통예금 이율,-,24
키움예스저축은행,SB톡톡 키워드림 정기적금 (비대면),정액적립식,4.0,4.0,단리,-,제한없음,스마트폰,*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율*만기후 1개월 초과 : 만기시점 보통예금 이율,-,24
IBK저축은행,참똑똑한IBK저축은행정기적금,정액적립식,4.0,4.0,단리,비대면/ 인터넷/모바일 가입시 0.1%우대(12개월이상),제한없음,영업점/인터넷/스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,24
IBK저축은행,참똑똑한IBK저축은행정기적금,정액적립식,4.0,4.0,복리,비대면/ 인터넷/모바일 가입시 0.1%우대(12개월이상),제한없음,영업점/인터넷/스마트폰,- 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율- 만기경과 1개월 초과: 보통예금 이율,없음,24
대명상호저축은행,더 드림 정기적금,정액적립식,3.95,3.95,복리,없음,제한없음,영업점,- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용- 만기 후 1개월 초과: 보통예금이율,월 불입액 최대 500만원,24
대명상호저축은행,더 드림 정기적금,자유적립식,3.95,3.95,복리,없음,제한없음,영업점,- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용- 만기 후 1개월 초과: 보통예금이율,월 불입액 최대 500만원,24
금화저축은행,정기적금,정액적립식,3.9,3.9,단리,창구전용상품,제한없음,영업점,① 만기 후 1개월 이내 : 약정금리② 만기 후 1개월 초과 : 보통예금 이율 (0.2%),중도해지 이율 - ① 1개월 미만 : 보통예금이율 (0.2%)② 1개월이상~6개월미만 : 약정이율X50%③ 6개월이상~12개월미만 : 약정이율X55%④ 12개월이상~24개월미만 : 약정이율X60%⑤ 24개월이상~60개월미만 : 약정이율X70%,24
대명상호저축은행,정기적금,정액적립식,3.9,3.9,복리,없음,제한없음,영업점,- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용- 만기 후 1개월 초과: 보통예금이율,없음,24
